group,key,english,isizulu
DESIGN_STUDIO,designGlossyInspectFullScreen,Tap the map to inspect it full screen,
DESIGN_STUDIO,designGlossyClickMapToMinimise,Click map to minimise,
DESIGN_STUDIO,designGlossyNoSaved,No saved maps yet this session.,
DESIGN_STUDIO,designGlossyCloseFullScreen,Close full-screen map,
DESIGN_STUDIO,designGlossySavedOnDevice,Saved on this device — these stay here after you close the app.,
DESIGN_STUDIO,designGlossyShareError,Could not share this map — use Download instead.,
DESIGN_STUDIO,designGlossyRecommendedSuffix, (recommended),
DESIGN_STUDIO,designGlossySavedRender,Saved render · {date} · {provider},
DESIGN_STUDIO,designGlossyGeminiNote,Drawn by Gemini Pro — an illustrated analysis over your real site. About a minute.,
DESIGN_STUDIO,designGlossyExactFootnote,"Drawn from your saved design, with your site image, boundary, planting, structures and labels.",
DESIGN_STUDIO,designGlossyAnalysisFootnote,"Gemini Pro · illustrated analysis — great to look at, less exact on geometry.",
DESIGN_STUDIO,designGlossyEngineFootnote,"{engine} · if the result looks off, generate again or switch engine (More options).",
DESIGN_STUDIO,designGlossyExactVersion,Your canvas design is always the exact version.,
DESIGN_STUDIO,designGlossyOpenFullScreen,Open {label} full screen,
DESIGN_STUDIO,designGlossyOpenResult,Open {label} — {result},
DESIGN_STUDIO,designGlossyDeleteNamed,Delete {label},
DESIGN_STUDIO,designGlossyFullScreenNamed,Full-screen view of {label},
DESIGN_STUDIO,designGlossyEmptyAll,Nothing drawn yet — trace your boundary and place some elements first.,
DESIGN_STUDIO,designGlossyEmptyLayer,"No {stepLower} found on this design, so there’s nothing to map — draw them on the {step} step first. (A {stepLower} map is built from your real {stepLower}, never guessed. If you HAVE drawn them and still see this, it’s a bug — please report it.)",
DESIGN_STUDIO,designGlossyRenderFailed,Render failed.,
DESIGN_STUDIO,designGlossyFallbackGemini,gpt-image-2 was unavailable — generated with Gemini Pro instead.,
DESIGN_STUDIO,designGlossyRefreshed,Refreshed current sheet — preview updated in your gallery.,
DESIGN_STUDIO,designGlossyNothingToPhase,"Nothing to phase yet — trace your boundary and place some elements (water, beds, trees…) first. The implementation plan is built from your real design, never guessed.",
DESIGN_STUDIO,designGlossyGeneratingProgress,Generating your plan set… {count} {sheets} done,
DESIGN_STUDIO,designGlossyDoneExact,Done — {count} sheets in your gallery. Open it to view or Print the set.,
DESIGN_STUDIO,designGlossyStylingProgress,Styling your {style} plan set… {count} {sheets} done,
DESIGN_STUDIO,designGlossyNothingToStyle,Nothing to style yet — trace your boundary and place some elements first.,
DESIGN_STUDIO,designGlossyDoneStyle,Done — {count} {style} sheets in your gallery{fallback}. Open it to view or Print.,
DESIGN_STUDIO,designGlossyCouldNotStart,Could not start the render.,
DESIGN_STUDIO,designGlossyZonesDone,"Zones sheet done. Add water, planting or structures for more.",
DESIGN_STUDIO,designGlossyNothingToRender,Nothing to render yet — place some elements first.,
DESIGN_STUDIO,designGlossyBackgroundCount,Rendering {count} {sheets} in the background — they’ll appear in your gallery when ready (a few minutes). You can keep working.,
DESIGN_STUDIO,designGlossyFullPolishProgress,Step 3 of 3 — GPT Image is polishing the complete {layer} hybrid sheet in {style}. The exact master and the AI hybrid both remain saved separately.,
DESIGN_STUDIO,designGlossyBackgroundSheet,Rendering your {layer} sheet in the background — it’ll appear in your gallery when ready (a few minutes). You can keep working.,
DESIGN_STUDIO,designGlossySectorPolishProgress,Step 3 of 3 — GPT Image is polishing the complete {sheet} hybrid sheet. The exact master and the AI hybrid both remain saved separately.,
DESIGN_STUDIO,designGlossySectorHybrid,AI is painting the Sector Analysis hybrid underlayer; your measured bearings and legend lock back on top afterward. It’ll appear in your gallery when ready (a few minutes).,
DESIGN_STUDIO,designGlossyBaseHybrid,"Rendering your Existing Site hybrid in the background — the AI repaints the ground only; your boundary, roof and access stay exactly where they are. It’ll appear in your gallery when ready (a few minutes).",
DESIGN_STUDIO,designGlossyPhasingPolish,Step 3 of 3 — GPT Image is polishing the complete Implementation & Phasing hybrid sheet. The exact master and the AI hybrid both remain saved separately.,
DESIGN_STUDIO,designGlossyPhasingHybrid,AI is painting a decorative parchment background behind the phasing schedule; the complete schedule locks back on top afterwards. It’ll appear in your gallery when ready (a few minutes).,
DESIGN_STUDIO,designGlossySavingExact,Step 1 of {total} — saving the exact geometry-locked map first (no AI cost)…,
DESIGN_STUDIO,designGlossyBuildingExact,Drawing your saved design…,
DESIGN_STUDIO,designGlossyPaintingHybrid,"Step 2 of {total} — painting the AI hybrid underlayer, then locking your exact elements back on top…",
DESIGN_STUDIO,designGlossyPreparingHybrid,Preparing a geometry-locked AI hybrid from this exact sheet…,
DESIGN_STUDIO,designGlossyMissingHybrid,Your AI hybrid is finished and saved. The second polish pass was not started because you moved to a different sheet — open that sheet and choose Full Treatment to run it.,
DESIGN_STUDIO,designGlossyStartingPolish,Step 3 of 3 — starting one paid gpt-image-2 polish pass over the AI hybrid…,
DESIGN_STUDIO,designGlossyPolishing,Polishing the AI hybrid sheet…,
DESIGN_STUDIO,designGlossyRefreshing,Refreshing the current sheet…,
DESIGN_STUDIO,designGlossyLostConnection,Lost connection to the background render — it may still finish in the background; reopen this step in a few minutes to check before paying for a re-run.,
DESIGN_STUDIO,designGlossyAssembleError,The sheet rendered but could not be assembled on this device{detail} — tap Refresh to try again.,
DESIGN_STUDIO,designGlossyRenderIncomplete,The render did not complete — please try again.,
DESIGN_STUDIO,designGlossyReconnecting,Reconnecting to your background render…,
DESIGN_STUDIO,designGlossyResumeGaveUp,"Your AI render finished, but opening it kept crashing the app, so the app has stopped reopening it automatically. You can keep designing. To collect it, set Render quality to Standard and generate again, or open this design on a computer.",
DESIGN_STUDIO,designSpeciesSize,{height}m h × {width}m w,
DESIGN_STUDIO,designSpeciesSectionIndigenousFruit,Indigenous fruit,
DESIGN_STUDIO,designSpeciesSectionExoticFruitNuts,Exotic fruit & nuts,
DESIGN_STUDIO,designSpeciesSectionLargeTrees,Large trees,
DESIGN_STUDIO,designSpeciesSectionMediumTrees,Medium trees,
DESIGN_STUDIO,designSpeciesSectionSmallTreesShrubs,Small trees & large shrubs,
DESIGN_STUDIO,designSpeciesSectionShrubs,Shrubs,
DESIGN_STUDIO,designSpeciesSectionGroundcovers,Groundcovers & herbaceous,
DESIGN_STUDIO,designSpeciesSectionClimbers,Climbers,
DESIGN_STUDIO,designSpeciesUseFood,food,
DESIGN_STUDIO,designSpeciesUseNitrogenFixer,nitrogen fixer,
DESIGN_STUDIO,designSpeciesUsePollinator,pollinator,
DESIGN_STUDIO,designSpeciesUseHabitat,habitat,
DESIGN_STUDIO,designSpeciesUseShade,shade,
DESIGN_STUDIO,designSpeciesUseWindbreak,windbreak,
DESIGN_STUDIO,designSpeciesUseFodder,fodder,
DESIGN_STUDIO,designSpeciesUseMulch,mulch,
DESIGN_STUDIO,designSpeciesUseLivingFence,living fence,
DESIGN_STUDIO,designSpeciesUseErosionControl,erosion control,
DESIGN_STUDIO,designSpeciesUseMedicinal,medicinal,
DESIGN_STUDIO,designSpeciesUseTimber,timber,
DESIGN_STUDIO,designSpeciesUseGroundcover,groundcover,
JOURNAL,homeQuickJournalDesc,Notes & photos,
JOURNAL,journalLocalOnlyNote,Kept on this phone.,
JOURNAL,journalWeightsLiveElsewhere,Harvest weights and sales go in My Records.,
JOURNAL,journalOpenRecords,Open My Records,
LIMA,limaWhoIs,"Lima, your planting helper",
LIMA,limaAskButton,Ask for help,
LIMA,limaPhotoButton,Photo,
MENTOR,mentorZuluDraftNotice,"The isiZulu wording in this visit workspace is an unreviewed draft. English is shown beside location, privacy, assessment and save meanings. Your notes and names stay exactly as you entered them.",
MENTOR,mentorProgrammeCoordination,Programme coordination,
MENTOR,mentorTeamsGuidanceHeading,Mentor teams & guidance,
MENTOR,mentorMyFieldwork,My fieldwork,
MENTOR,mentorGiveEachMentorIntro,"Give each mentor a clear group, programme focus and current instructions.",
MENTOR,mentorSupportGardenIntro,Support the garden. Build practical skills. Follow through on agreed actions.,
MENTOR,mentorRecordFieldVisit,Record a field visit,
MENTOR,mentorTrainingAttendance,Training & attendance,
MENTOR,mentorOrganisationIdLabel,Organisation ID,
MENTOR,mentorOrganisationIdPlaceholder,Select the organisation you administer,
MENTOR,mentorLoadingFieldTeam,Loading field team…,
MENTOR,mentorFieldworkViewsAria,Fieldwork views,
MENTOR,mentorTabPriorities,Priorities,
MENTOR,mentorTabPeopleGardens,People & gardens,
MENTOR,mentorTabVisitRecords,Visit records,
MENTOR,mentorTabFieldReport,Field report,
MENTOR,mentorRecordScopePrefix,Record scope,
MENTOR,mentorParticipantLabel,Participant,
MENTOR,mentorAllAssignedParticipants,All assigned participants,
MENTOR,mentorFromDateLabel,From date,
MENTOR,mentorToDateLabel,To date,
MENTOR,mentorClearFilters,Clear filters,
MENTOR,mentorFiltersExplain,"These filters apply to visit figures, follow-ups and the field report. Assignments describe your current team.",
MENTOR,mentorMoreHistoryNotice,{count} visit records loaded. More history is available. Load it before viewing complete coverage figures or preparing the field report.,
MENTOR,mentorLoadingEllipsis,Loading…,
MENTOR,mentorLoadMoreVisitHistory,Load more visit history,
MENTOR,mentorChooseEndDate,Choose an end date on or after the start date.,
MENTOR,mentorMetricAssignedParticipants,Assigned participants,
MENTOR,mentorMetricCurrentFieldTeam,Current field team,
MENTOR,mentorMetricParticipantsVisited,Participants visited,
MENTOR,mentorCoverageAria,{visited} visited; {unvisited} without a visit in this period,
MENTOR,mentorStillToVisit,{count} still to visit in this period,
MENTOR,mentorMetricFollowUpsDue,Follow-ups due,
MENTOR,mentorOpenActionsDueToday,Open actions due by today,
MENTOR,mentorMetricVisitsRecorded,Visits recorded,
MENTOR,mentorWithinSelectedPeriod,Within the selected period,
MENTOR,mentorWhatNeedsAttention,What needs attention,
MENTOR,mentorOpenActionsCount,{count} open actions,
MENTOR,mentorNoOpenActions,No open actions recorded in this selection. Check visits and agree the next support needed.,
MENTOR,mentorActionCompleted,Completed,
MENTOR,mentorFollowUpOverdue,Follow-up overdue,
MENTOR,mentorFollowUpToday,Follow up today,
MENTOR,mentorFollowUpScheduled,Follow-up scheduled,
MENTOR,mentorDateNeeded,Date needed,
MENTOR,mentorOwnerNeeded,Owner needed,
MENTOR,mentorAgreeFollowUpDate,Agree a follow-up date,
MENTOR,mentorReviewAction,Review action,
MENTOR,mentorViewAllVisitActions,View all visit actions,
MENTOR,mentorPlanNextVisit,Plan the next garden visit,
MENTOR,mentorParticipantsWithoutVisit,{count} participants without a visit in this period,
MENTOR,mentorSearchAssignedGroup,"Search your assigned group, open their recent records, or start a visit with their name already selected.",
MENTOR,mentorOpenPeopleGardens,Open people & gardens,
MENTOR,mentorVisitDetailsAria,Visit details,
MENTOR,mentorFieldVisitDetailsHeading,Field visit details,
MENTOR,mentorEditFieldVisit,Edit field visit,
MENTOR,mentorCloseVisit,Close visit,
MENTOR,mentorPreparingVisitPhotos,Preparing visit photos…,
MENTOR,mentorVisitPhotosLoadFailed,Visit photos could not be loaded. Close and reopen this visit before editing it.,
MENTOR,mentorChooseParticipant,Choose a participant,
MENTOR,mentorVisitDateLabel,Visit date,
MENTOR,mentorSiteLocationLabel,Site location (optional),
MENTOR,mentorSiteLocationPlaceholder,"Garden name, meeting point or directions",
MENTOR,mentorLocationMapDirections,"Location, map & directions",
MENTOR,mentorSupportAreasCovered,Support areas covered,
MENTOR,mentorFocusGarden,Garden establishment & upkeep,
MENTOR,mentorFocusWater,Water access & repairs,
MENTOR,mentorFocusSoil,Soil health & compost,
MENTOR,mentorFocusSeedlings,Seedlings & seed saving,
MENTOR,mentorFocusCrops,Crop care & protection,
MENTOR,mentorFocusHarvest,Harvest & food distribution,
MENTOR,mentorFocusLearning,Practical skills & coaching,
MENTOR,mentorFocusRecords,Records & livelihood support,
MENTOR,mentorSupportRequestedLabel,Support requested,
MENTOR,mentorSupportRequestedPlaceholder,"Water, tools, inputs, crop care, records or other support requested",
MENTOR,mentorObservationsLabel,Observations and issues,
MENTOR,mentorObservationsPlaceholder,Describe the garden condition and what you checked. Include quantities and units when measured.,
MENTOR,mentorAgreedActionLabel,Agreed action,
MENTOR,mentorAgreedActionPlaceholder,What will happen next?,
MENTOR,mentorResponsiblePersonLabel,Responsible person,
MENTOR,mentorResponsiblePersonPlaceholder,Who will carry out the action?,
MENTOR,mentorFollowUpDateLabel,Follow-up date,
MENTOR,mentorPracticalSkillCheck,Practical skill check,
MENTOR,mentorPracticalSkillIntro,Record a skill demonstrated in the garden separately from course completion or attendance.,
MENTOR,mentorSkillObserved,Skill observed,
MENTOR,mentorSkillObservedPlaceholder,e.g. weigh and record a harvest,
MENTOR,mentorObservationResultLabel,Observation result,
MENTOR,mentorSkillNotAssessed,Not assessed,
MENTOR,mentorSkillDemonstrated,Demonstrated during this visit,
MENTOR,mentorSkillNeedsSupport,Needs further support,
MENTOR,mentorCloseOutAction,Close out this action,
MENTOR,mentorCloseOutIntro,Mark completion only after checking what changed. Leave the date blank while the action is open.,
MENTOR,mentorCompletedOnLabel,Completed on,
MENTOR,mentorCompletionEvidenceLabel,Completion evidence,
MENTOR,mentorCompletionEvidencePlaceholder,"What was completed, and how did you check it?",
MENTOR,mentorOriginalNotesSummary,Original notes before AI cleanup,
MENTOR,mentorVisitNotesVisibility,Visit notes and photos are visible to the assigned mentor and authorised organisation staff.,
MENTOR,mentorSavingEllipsis,Saving…,
MENTOR,mentorSaveVisit,Save visit,
MENTOR,mentorReportUsesSavedVisit,This report uses the saved visit. Save any edits to update it.,
MENTOR,mentorRecordedVisitsAria,Recorded field visits,
MENTOR,mentorRecordedVisitsHeading,Recorded visits,
MENTOR,mentorNoVisitsRecorded,No visits recorded for this selection.,
MENTOR,mentorCompletedActionLabel,Completed action:,
MENTOR,mentorNextActionLabel,Next action:,
MENTOR,mentorResponsibleLabel,Responsible:,
MENTOR,mentorNotYetAssigned,Not yet assigned,
MENTOR,mentorFollowUpLabel,Follow-up:,
MENTOR,mentorNotYetScheduled,Not yet scheduled,
MENTOR,mentorCompletedLabel,Completed:,
MENTOR,mentorVisitPhotosCount,{count} visit photos,
MENTOR,mentorViewEditVisit,View / edit visit,
MENTOR,mentorViewVisit,View visit,
MENTOR,mentorShowMoreVisits,Show more visits ({count} remaining),
MENTOR,mentorFindParticipantLabel,Find a participant or garden,
MENTOR,mentorSearchNamesGardens,Search names or gardens,
MENTOR,mentorGardenLocationTBD,Garden location to be recorded,
MENTOR,mentorMostRecentLoadedVisit,Most recent loaded visit,
MENTOR,mentorLastRecordedVisit,Last recorded visit,
MENTOR,mentorNoVisitInHistoryLoaded,No visit in the history loaded so far,
MENTOR,mentorNoVisitRecordedYet,No visit recorded yet,
MENTOR,mentorRecordVisitButton,Record visit,
MENTOR,mentorLatestVisitButton,Latest visit,
MENTOR,mentorNoParticipantsMatch,No participants match this selection.,
MENTOR,mentorNoFieldTeamAssigned,No field team assigned yet. Your organisation can assign one in Control centre → Mentor teams.,
MENTOR,mentorOrganisationGuidanceHeading,Organisation guidance,
MENTOR,mentorNoGuidancePosted,No guidance posted yet.,
MENTOR,mentorAssignedParticipantsCount,{count} assigned participants,
MENTOR,mentorLabelPrefix,Mentor:,
MENTOR,mentorUpdatedPrefix,updated,
MENTOR,mentorEditTeamGuidance,Edit team & guidance,
MENTOR,mentorAssignUpdateTeam,Assign or update a team,
MENTOR,mentorMentorLabel,Mentor,
MENTOR,mentorChooseMentorOption,Choose a mentor,
MENTOR,mentorServiceLocationLabel,Service location,
MENTOR,mentorProgrammeFocusLabel,Programme focus,
MENTOR,mentorParticipantGroupHeading,Participant group,
MENTOR,mentorGuidanceForMentorLabel,Guidance for this mentor,
MENTOR,mentorSaveTeamGuidance,Save team & guidance,
MENTOR,mentorFirstRecordedVisit,First recorded visit,
MENTOR,mentorLatestRecordedVisitLabel,Latest recorded visit,
MENTOR,mentorFormerTeamMember,Former team member,
MENTOR,mentorInternalReportNotice,Internal mentor report · Includes private visit notes. Use the organisation’s published programme report when sharing with funders.,
MENTOR,mentorAccessCheckHeading,Check a member’s saved access,
MENTOR,mentorAccessCheckIntro,"Select a member to see their effective programme permissions and assigned farmer group. Save changes in People & permissions first, then refresh here.",
MENTOR,mentorAccessOrgLabel,Organisation,
MENTOR,mentorAccessMemberLabel,Member,
MENTOR,mentorAccessChooseMember,Choose a member,
MENTOR,mentorAccessRoleOrganisation,Organisation,
MENTOR,mentorAccessRefreshButton,Refresh saved access,
MENTOR,mentorAccessChecking,Checking saved access…,
MENTOR,mentorAccessSettingsLabel,Access settings,
MENTOR,mentorAccessCurrentServerSettings,Current server settings,
MENTOR,mentorAccessCheckedAtPrefix,checked,
MENTOR,mentorAccessAllowed,✓ Allowed,
MENTOR,mentorAccessNotAllowed,— Not allowed,
MENTOR,mentorAccessAssignedFieldGroup,Assigned field group,
MENTOR,mentorAccessNoLocationAssigned,No location assigned.,
MENTOR,mentorAccessNoFarmersAssigned,No current farmers or students assigned.,
MENTOR,mentorAccessTrainingRecordsNote,"Training records are limited to this mentor’s own sessions. Private assessment analysis, when enabled above, covers the organisation’s assessments.",
MENTOR,mentorAccessReadOnlyNotice,"This is a read-only access check for programme tools, not a sign-in as this member. It does not reveal their private responses or change their role. Other app features do not yet have individual switches here.",
MENTOR,mentorRoleFarmer,Farmer,
MENTOR,mentorRoleMentor,Mentor,
MENTOR,mentorRoleStudent,Student,
MENTOR,mentorRoleNgo,NGO Staff,
MENTOR,mentorRoleFunder,Funder,
MENTOR,mentorRoleAdmin,Admin,
MENTOR,mentorVisibleOnMapAria,Visible on map,
MENTOR,mentorPeopleUnavailableHeading,People unavailable,
MENTOR,mentorPeopleUnavailableBody,"You may not have access to your organisation directory, or the connection is unavailable.",
MENTOR,mentorNoTeamMembersFound,No team members found. Invite colleagues to join your organisation.,
MENTOR,mentorUnknownName,Unknown,
MENTOR,mentorYouBadge,You,
MENTOR,mentorYourProfileFallback,Your profile,
MENTOR,mentorTapToViewEdit,Tap to view and edit,
MENTOR,mentorEditProfileButton,Edit profile,
MENTOR,mentorProjectTeamLabel,Project team,
MENTOR,mentorMemberSingular,member,
MENTOR,mentorMemberPlural,members,
MENTOR,mentorProfilePhotoAlt,Profile photo,
